t,run_id,state,pos_n,pos_e,alt,vel_n,vel_e,yaw,cmd_vx,cmd_vy,speed,target_n,target_e,dist_to_target,front_dist,min_threat,min_threat_angle,collision,ok,n_obs,compute_ms,heading_score,clearance_score,velocity_score,heading_term,clearance_term,velocity_term,total,safe_dist
0.05,0,INIT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0,0,,0,0.0,,,,,,,,
0.099,0,INIT,0.3097,0.0384,-0.3394,0.0174,0.0041,1.5539,0.0,0.0,0.0,,,,,,0.0,0,,0,0.0,,,,,,,,
0.149,0,INIT,0.3079,0.0337,-0.3476,0.0159,0.0011,1.5542,0.0,0.0,0.0,,,,,,0.0,0,,0,0.0,,,,,,,,
0.199,0,INIT,0.3068,0.03,-0.3536,0.0149,-0.0013,1.5548,0.0,0.0,0.0,,,,,,0.0,0,,0,0.0,,,,,,,,
0.249,0,INIT,0.3067,0.026,-0.359,0.0145,-0.0038,1.5555,0.0,0.0,0.0,,,,,,0.0,0,,0,0.0,,,,,,,,
0.299,0,INIT,0.3066,0.0222,-0.3636,0.0141,-0.006,1.5562,0.0,0.0,0.0,,,,,,0.0,0,,0,0.0,,,,,,,,
0.349,0,INIT,0.3071,0.0173,-0.3676,0.0141,-0.0091,1.5566,0.0,0.0,0.0,,,,,,0.0,0,,0,0.0,,,,,,,,
0.4,0,INIT,0.3081,0.0143,-0.3675,0.0145,-0.0111,1.5567,0.0,0.0,0.0,,,,,,0.0,0,,0,0.0,,,,,,,,
0.449,0,INIT,0.3096,0.0102,-0.3673,0.0152,-0.0137,1.5567,0.0,0.0,0.0,,,,,,0.0,0,,0,0.0,,,,,,,,
0.499,0,INIT,0.3085,0.0064,-0.3663,0.0145,-0.0158,1.5574,0.0,0.0,0.0,,,,,,0.0,0,,0,0.0,,,,,,,,
0.549,0,INIT,0.3058,0.0034,-0.365,0.0131,-0.0172,1.5581,0.0,0.0,0.0,,,,,,0.0,0,,0,0.0,,,,,,,,
0.599,0,INIT,0.3035,0.0007,-0.3638,0.0118,-0.0184,1.5589,0.0,0.0,0.0,,,,,,0.0,0,,0,0.0,,,,,,,,
0.649,0,INIT,0.2993,-0.0019,-0.3603,0.0097,-0.0194,1.56,0.0,0.0,0.0,,,,,,0.0,0,,0,0.0,,,,,,,,
0.699,0,INIT,0.2949,-0.0036,-0.3559,0.0077,-0.0199,1.5609,0.0,0.0,0.0,,,,,,0.0,0,,0,0.0,,,,,,,,
0.749,0,INIT,0.2918,-0.0049,-0.3526,0.0062,-0.0202,1.5617,0.0,0.0,0.0,,,,,,0.0,0,,0,0.0,,,,,,,,
0.799,0,INIT,0.2879,-0.0072,-0.351,0.0043,-0.0209,1.5626,0.0,0.0,0.0,,,,,,0.0,0,,0,0.0,,,,,,,,
0.849,0,INIT,0.2856,-0.0096,-0.3539,0.0032,-0.0217,1.5636,0.0,0.0,0.0,,,,,,0.0,0,,0,0.0,,,,,,,,
0.9,0,INIT,0.2832,-0.0124,-0.3568,0.002,-0.0226,1.5645,0.0,0.0,0.0,,,,,,0.0,0,,0,0.0,,,,,,,,
0.949,0,INIT,0.2812,-0.013,-0.3611,0.0009,-0.0223,1.5653,0.0,0.0,0.0,,,,,,0.0,0,,0,0.0,,,,,,,,
0.999,0,INIT,0.2797,-0.0127,-0.3655,-0.0001,-0.0216,1.5642,0.0,0.0,0.0,,,,,,0.0,0,,0,0.0,,,,,,,,
1.049,0,INIT,0.2785,-0.0126,-0.3686,-0.0008,-0.0211,1.563,0.0,0.0,0.0,,,,,,0.0,0,,0,0.0,,,,,,,,
1.099,0,TAKEOFF,0.2789,-0.0122,-0.3675,-0.0005,-0.0208,1.5615,0.0,0.0,0.0,,,,,,0.0,0,,0,0.0,,,,,,,,
1.149,0,TAKEOFF,0.2796,-0.0119,-0.3658,-0.0,-0.0207,1.561,0.0,0.0,0.0,,,,,,0.0,0,,0,0.0,,,,,,,,
1.199,0,TAKEOFF,0.2804,-0.0114,-0.3644,0.0005,-0.0203,1.561,0.0,0.0,0.0,,,,,,0.0,0,,0,0.0,,,,,,,,
1.249,0,TAKEOFF,0.2827,-0.0091,-0.3629,0.0018,-0.0185,1.5614,0.0,0.0,0.0,,,,,,0.0,0,,0,0.0,,,,,,,,
1.299,0,TAKEOFF,0.2844,-0.0075,-0.3618,0.0028,-0.0172,1.5609,0.0,0.0,0.0,,,,,,0.0,0,,0,0.0,,,,,,,,
1.349,0,TAKEOFF,0.2847,-0.007,-0.3592,0.0031,-0.0166,1.5599,0.0,0.0,0.0,,,,,,0.0,0,,0,0.0,,,,,,,,
