t,run_id,state,pos_n,pos_e,alt,vel_n,vel_e,yaw,cmd_vx,cmd_vy,speed,target_n,target_e,dist_to_target,front_dist,min_threat,min_threat_angle,collision,ok,n_obs,compute_ms,heading_score,clearance_score,velocity_score,heading_term,clearance_term,velocity_term,total,safe_dist
0.049,0,INIT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0,0,,0,0.0,,,,,,,,
0.099,0,INIT,-0.1248,-0.0795,0.288,-0.0126,0.0442,1.5669,0.0,0.0,0.0,,,,,,0.0,0,,0,0.0,,,,,,,,
0.149,0,INIT,-0.1326,-0.0805,0.2891,-0.0153,0.0448,1.5669,0.0,0.0,0.0,,,,,,0.0,0,,0,0.0,,,,,,,,
0.199,0,INIT,-0.1389,-0.081,0.2899,-0.0175,0.0453,1.5667,0.0,0.0,0.0,,,,,,0.0,0,,0,0.0,,,,,,,,
0.249,0,INIT,-0.1455,-0.0812,0.2911,-0.0198,0.0461,1.5665,0.0,0.0,0.0,,,,,,0.0,0,,0,0.0,,,,,,,,
0.299,0,INIT,-0.1536,-0.0817,0.2933,-0.0226,0.0457,1.5664,0.0,0.0,0.0,,,,,,0.0,0,,0,0.0,,,,,,,,
0.349,0,INIT,-0.1596,-0.0819,0.2951,-0.0247,0.0455,1.5663,0.0,0.0,0.0,,,,,,0.0,0,,0,0.0,,,,,,,,
0.399,0,INIT,-0.1653,-0.0822,0.2979,-0.0266,0.045,1.5663,0.0,0.0,0.0,,,,,,0.0,0,,0,0.0,,,,,,,,
0.449,0,INIT,-0.1691,-0.083,0.3017,-0.0277,0.0439,1.5659,0.0,0.0,0.0,,,,,,0.0,0,,0,0.0,,,,,,,,
0.499,0,INIT,-0.172,-0.0834,0.3049,-0.0285,0.0432,1.5656,0.0,0.0,0.0,,,,,,0.0,0,,0,0.0,,,,,,,,
0.549,0,INIT,-0.1761,-0.0847,0.3093,-0.0292,0.0416,1.5658,0.0,0.0,0.0,,,,,,0.0,0,,0,0.0,,,,,,,,
0.599,0,INIT,-0.1795,-0.0861,0.3132,-0.0295,0.04,1.5661,0.0,0.0,0.0,,,,,,0.0,0,,0,0.0,,,,,,,,
0.649,0,INIT,-0.182,-0.0869,0.3163,-0.0298,0.039,1.5663,0.0,0.0,0.0,,,,,,0.0,0,,0,0.0,,,,,,,,
0.699,0,INIT,-0.1827,-0.0885,0.3201,-0.029,0.0371,1.5668,0.0,0.0,0.0,,,,,,0.0,0,,0,0.0,,,,,,,,
0.749,0,INIT,-0.1829,-0.0898,0.3237,-0.0281,0.0355,1.5672,0.0,0.0,0.0,,,,,,0.0,0,,0,0.0,,,,,,,,
0.799,0,INIT,-0.1806,-0.0912,0.3269,-0.0261,0.0338,1.5674,0.0,0.0,0.0,,,,,,0.0,0,,0,0.0,,,,,,,,
0.849,0,INIT,-0.1746,-0.0926,0.3289,-0.0225,0.0321,1.5675,0.0,0.0,0.0,,,,,,0.0,0,,0,0.0,,,,,,,,
0.899,0,INIT,-0.1684,-0.0939,0.3314,-0.0188,0.0304,1.5677,0.0,0.0,0.0,,,,,,0.0,0,,0,0.0,,,,,,,,
0.949,0,INIT,-0.1632,-0.0952,0.3347,-0.0158,0.0289,1.5681,0.0,0.0,0.0,,,,,,0.0,0,,0,0.0,,,,,,,,
0.999,0,INIT,-0.157,-0.0972,0.3405,-0.0124,0.0267,1.5685,0.0,0.0,0.0,,,,,,0.0,0,,0,0.0,,,,,,,,
1.049,0,INIT,-0.1524,-0.0985,0.345,-0.0099,0.0251,1.5686,0.0,0.0,0.0,,,,,,0.0,0,,0,0.0,,,,,,,,
1.099,0,TAKEOFF,-0.1471,-0.1003,0.3498,-0.007,0.0237,1.57,0.0,0.0,0.0,,,,,,0.0,0,,0,0.0,,,,,,,,
1.149,0,TAKEOFF,-0.1405,-0.1026,0.3555,-0.0035,0.0223,1.5715,0.0,0.0,0.0,,,,,,0.0,0,,0,0.0,,,,,,,,
1.199,0,TAKEOFF,-0.1357,-0.1042,0.3599,-0.001,0.0213,1.5725,0.0,0.0,0.0,,,,,,0.0,0,,0,0.0,,,,,,,,
1.249,0,TAKEOFF,-0.1319,-0.1081,0.3666,0.0013,0.0195,1.5736,0.0,0.0,0.0,,,,,,0.0,0,,0,0.0,,,,,,,,
1.299,0,TAKEOFF,-0.1295,-0.1117,0.3724,0.0029,0.0179,1.5745,0.0,0.0,0.0,,,,,,0.0,0,,0,0.0,,,,,,,,
1.349,0,TAKEOFF,-0.127,-0.1154,0.3789,0.0045,0.0163,1.5748,0.0,0.0,0.0,,,,,,0.0,0,,0,0.0,,,,,,,,
1.399,0,TAKEOFF,-0.1235,-0.1165,0.3823,0.0066,0.016,1.5747,0.0,0.0,0.0,,,,,,0.0,0,,0,0.0,,,,,,,,
1.449,0,TAKEOFF,-0.1193,-0.1171,0.3858,0.009,0.0159,1.5736,0.0,0.0,0.0,,,,,,0.0,0,,0,0.0,,,,,,,,
1.499,0,TAKEOFF,-0.1161,-0.1173,0.3889,0.0109,0.0161,1.5725,0.0,0.0,0.0,,,,,,0.0,0,,0,0.0,,,,,,,,
1.549,0,TAKEOFF,-0.1161,-0.1168,0.3898,0.0111,0.0167,1.5717,0.0,0.0,0.0,,,,,,0.0,0,,0,0.0,,,,,,,,
1.599,0,TAKEOFF,-0.1161,-0.116,0.3912,0.0113,0.0174,1.5718,0.0,0.0,0.0,,,,,,0.0,0,,0,0.0,,,,,,,,
1.649,0,TAKEOFF,-0.1158,-0.1151,0.3921,0.0115,0.0181,1.5719,0.0,0.0,0.0,,,,,,0.0,0,,0,0.0,,,,,,,,
1.699,0,TAKEOFF,-0.1147,-0.1133,0.3917,0.0119,0.0191,1.5719,0.0,0.0,0.0,,,,,,0.0,0,,0,0.0,,,,,,,,
1.749,0,TAKEOFF,-0.1138,-0.1117,0.3917,0.0123,0.0198,1.5721,0.0,0.0,0.0,,,,,,0.0,0,,0,0.0,,,,,,,,
1.799,0,TAKEOFF,-0.1119,-0.1096,0.3921,0.0132,0.021,1.5725,0.0,0.0,0.0,,,,,,0.0,0,,0,0.0,,,,,,,,
1.849,0,TAKEOFF,-0.1091,-0.1074,0.3929,0.0146,0.0222,1.5726,0.0,0.0,0.0,,,,,,0.0,0,,0,0.0,,,,,,,,
1.899,0,TAKEOFF,-0.1059,-0.1049,0.394,0.0162,0.0236,1.5727,0.0,0.0,0.0,,,,,,0.0,0,,0,0.0,,,,,,,,
1.949,0,TAKEOFF,-0.105,-0.1048,0.3957,0.0169,0.0238,1.5727,0.0,0.0,0.0,,,,,,0.0,0,,0,0.0,,,,,,,,
2.0,0,TAKEOFF,-0.1049,-0.1058,0.3978,0.0172,0.0234,1.5723,0.0,0.0,0.0,,,,,,0.0,0,,0,0.0,,,,,,,,
2.049,0,TAKEOFF,-0.1048,-0.1067,0.4004,0.0176,0.0231,1.5716,0.0,0.0,0.0,,,,,,0.0,0,,0,0.0,,,,,,,,
2.099,0,TAKEOFF,-0.1038,-0.1079,0.4028,0.0182,0.0223,1.5708,0.0,0.0,0.0,,,,,,0.0,0,,0,0.0,,,,,,,,
2.149,0,TAKEOFF,-0.102,-0.1095,0.4058,0.0192,0.0213,1.57,0.0,0.0,0.0,,,,,,0.0,0,,0,0.0,,,,,,,,
2.199,0,TAKEOFF,-0.1006,-0.1105,0.4083,0.0199,0.0205,1.5695,0.0,0.0,0.0,,,,,,0.0,0,,0,0.0,,,,,,,,
2.249,0,TAKEOFF,-0.1038,-0.112,0.411,0.0189,0.0195,1.5694,0.0,0.0,0.0,,,,,,0.0,0,,0,0.0,,,,,,,,
2.299,0,TAKEOFF,-0.1079,-0.1132,0.4132,0.0174,0.0186,1.5695,0.0,0.0,0.0,,,,,,0.0,0,,0,0.0,,,,,,,,
2.349,0,TAKEOFF,-0.1122,-0.1143,0.4159,0.016,0.0177,1.5698,0.0,0.0,0.0,,,,,,0.0,0,,0,0.0,,,,,,,,
2.399,0,TAKEOFF,-0.1155,-0.1161,0.4173,0.0142,0.0169,1.5702,0.0,0.0,0.0,,,,,,0.0,0,,0,0.0,,,,,,,,
2.449,0,TAKEOFF,-0.119,-0.118,0.4193,0.0124,0.0161,1.5706,0.0,0.0,0.0,,,,,,0.0,0,,0,0.0,,,,,,,,
2.499,0,TAKEOFF,-0.1216,-0.1192,0.4211,0.0111,0.0156,1.5706,0.0,0.0,0.0,,,,,,0.0,0,,0,0.0,,,,,,,,
2.549,0,TAKEOFF,-0.1216,-0.1214,0.4235,0.0111,0.0146,1.5703,0.0,0.0,0.0,,,,,,0.0,0,,0,0.0,,,,,,,,
2.599,0,TAKEOFF,-0.1215,-0.1236,0.4265,0.0113,0.0135,1.5699,0.0,0.0,0.0,,,,,,0.0,0,,0,0.0,,,,,,,,
2.649,0,TAKEOFF,-0.1212,-0.1253,0.4286,0.0115,0.0125,1.5696,0.0,0.0,0.0,,,,,,0.0,0,,0,0.0,,,,,,,,
2.699,0,TAKEOFF,-0.1201,-0.1275,0.4298,0.0119,0.0106,1.5693,0.0,0.0,0.0,,,,,,0.0,0,,0,0.0,,,,,,,,
2.749,0,TAKEOFF,-0.1188,-0.1298,0.4313,0.0125,0.0086,1.5689,0.0,0.0,0.0,,,,,,0.0,0,,0,0.0,,,,,,,,
2.8,0,TAKEOFF,-0.118,-0.1316,0.4336,0.0125,0.0069,1.5682,0.0,0.0,0.0,,,,,,0.0,0,,0,0.0,,,,,,,,
2.849,0,TAKEOFF,-0.118,-0.1326,0.4363,0.0119,0.0058,1.5678,0.0,0.0,0.0,,,,,,0.0,0,,0,0.0,,,,,,,,
2.899,0,TAKEOFF,-0.1179,-0.1335,0.439,0.0114,0.0049,1.5675,0.0,0.0,0.0,,,,,,0.0,0,,0,0.0,,,,,,,,
2.949,0,TAKEOFF,-0.1186,-0.1356,0.4418,0.0107,0.0033,1.5673,0.0,0.0,0.0,,,,,,0.0,0,,0,0.0,,,,,,,,
2.999,0,TAKEOFF,-0.1203,-0.139,0.4435,0.0098,0.0012,1.5671,0.0,0.0,0.0,,,,,,0.0,0,,0,0.0,,,,,,,,
3.049,0,TAKEOFF,-0.122,-0.1426,0.4457,0.0089,-0.001,1.5668,0.0,0.0,0.0,,,,,,0.0,0,,0,0.0,,,,,,,,
3.099,0,TAKEOFF,-0.125,-0.1453,0.448,0.0077,-0.0029,1.5668,0.0,0.0,0.0,,,,,,0.0,0,,0,0.0,,,,,,,,
3.149,0,TAKEOFF,-0.1278,-0.1471,0.4501,0.0066,-0.0043,1.5668,0.0,0.0,0.0,,,,,,0.0,0,,0,0.0,,,,,,,,
3.199,0,TAKEOFF,-0.1302,-0.1487,0.4523,0.0057,-0.0055,1.5669,0.0,0.0,0.0,,,,,,0.0,0,,0,0.0,,,,,,,,
3.249,0,TAKEOFF,-0.1309,-0.1507,0.4561,0.0056,-0.0071,1.567,0.0,0.0,0.0,,,,,,0.0,0,,0,0.0,,,,,,,,
3.299,0,TAKEOFF,-0.1307,-0.1523,0.4596,0.006,-0.0084,1.5671,0.0,0.0,0.0,,,,,,0.0,0,,0,0.0,,,,,,,,
3.349,0,TAKEOFF,-0.1305,-0.1538,0.4629,0.0063,-0.0096,1.5673,0.0,0.0,0.0,,,,,,0.0,0,,0,0.0,,,,,,,,
3.399,0,TAKEOFF,-0.1262,-0.1552,0.4641,0.0081,-0.0109,1.5675,0.0,0.0,0.0,,,,,,0.0,0,,0,0.0,,,,,,,,
3.449,0,TAKEOFF,-0.1223,-0.1562,0.4647,0.0096,-0.0119,1.5676,0.0,0.0,0.0,,,,,,0.0,0,,0,0.0,,,,,,,,
3.499,0,TAKEOFF,-0.1181,-0.1575,0.4655,0.0112,-0.0129,1.568,0.0,0.0,0.0,,,,,,0.0,0,,0,0.0,,,,,,,,
3.549,0,TAKEOFF,-0.1127,-0.1585,0.4666,0.0134,-0.0141,1.5685,0.0,0.0,0.0,,,,,,0.0,0,,0,0.0,,,,,,,,
3.599,0,TAKEOFF,-0.1086,-0.1594,0.4676,0.0151,-0.0149,1.5687,0.0,0.0,0.0,,,,,,0.0,0,,0,0.0,,,,,,,,
3.649,0,TAKEOFF,-0.1049,-0.1602,0.4685,0.0166,-0.0157,1.5687,0.0,0.0,0.0,,,,,,0.0,0,,0,0.0,,,,,,,,
3.699,0,TAKEOFF,-0.1004,-0.1585,0.4663,0.0182,-0.0147,1.5685,0.0,0.0,0.0,,,,,,0.0,0,,0,0.0,,,,,,,,
3.749,0,TAKEOFF,-0.0969,-0.1573,0.4647,0.0194,-0.014,1.5684,0.0,0.0,0.0,,,,,,0.0,0,,0,0.0,,,,,,,,
3.799,0,TAKEOFF,-0.0936,-0.1566,0.4633,0.0205,-0.0135,1.5683,0.0,0.0,0.0,,,,,,0.0,0,,0,0.0,,,,,,,,
3.849,0,TAKEOFF,-0.0894,-0.1577,0.4613,0.0219,-0.0135,1.5685,0.0,0.0,0.0,,,,,,0.0,0,,0,0.0,,,,,,,,
3.899,0,TAKEOFF,-0.0862,-0.1585,0.4599,0.023,-0.0135,1.5687,0.0,0.0,0.0,,,,,,0.0,0,,0,0.0,,,,,,,,
3.949,0,TAKEOFF,-0.0819,-0.1591,0.4587,0.0245,-0.0132,1.5688,0.0,0.0,0.0,,,,,,0.0,0,,0,0.0,,,,,,,,
3.999,0,TAKEOFF,-0.0766,-0.159,0.458,0.0267,-0.0124,1.5685,0.0,0.0,0.0,,,,,,0.0,0,,0,0.0,,,,,,,,
4.049,0,TAKEOFF,-0.0726,-0.159,0.4577,0.0283,-0.0118,1.5681,0.0,0.0,0.0,,,,,,0.0,0,,0,0.0,,,,,,,,
4.099,0,TAKEOFF,-0.0714,-0.1588,0.4575,0.0288,-0.0113,1.5675,0.0,0.0,0.0,,,,,,0.0,0,,0,0.0,,,,,,,,
4.149,0,TAKEOFF,-0.0742,-0.1585,0.4573,0.0279,-0.0108,1.5663,0.0,0.0,0.0,,,,,,0.0,0,,0,0.0,,,,,,,,
4.2,0,TAKEOFF,-0.0761,-0.1583,0.4573,0.0273,-0.0105,1.5653,0.0,0.0,0.0,,,,,,0.0,0,,0,0.0,,,,,,,,
4.249,0,TAKEOFF,-0.0774,-0.1588,0.4571,0.0267,-0.0106,1.5646,0.0,0.0,0.0,,,,,,0.0,0,,0,0.0,,,,,,,,
4.299,0,TAKEOFF,-0.0785,-0.16,0.4569,0.0261,-0.011,1.564,0.0,0.0,0.0,,,,,,0.0,0,,0,0.0,,,,,,,,
4.35,0,TAKEOFF,-0.0793,-0.1611,0.4569,0.0256,-0.0113,1.5637,0.0,0.0,0.0,,,,,,0.0,0,,0,0.0,,,,,,,,
